Municipio;CodPonto;SEQID;SistHidrico;Coleta_Data;Cloreto Total;Condutividade;Escherichia coli**;Fósforo Total;Oxigênio Dissolvido;Sólido Dissolvido Total;Sólido Total;Temperatura da Água;Turbidez;pH
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;13/09/2017;11300;35900;23000;0,74;12,4;20000;20000;25,2;16;8,16
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;29/11/2017;9250;30600;82000;0,6;2,3;17300;20000;24,9;23,1;7,29
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;17/01/2018;3270;12000;890000;1;1;6290;7090;27,8;21,8;7,55
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;21/03/2018;3300;12000;61000;0,81;1;6490;7540;26,6;11;6,78
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;23/05/2018;5950;22300;31000;0,75;1,7;10700;11900;21,5;33;6,57
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;30/07/2018;5210;21900;67000;1,1;1;11400;12600;21,6;12,1;6,9
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;12/09/2018;3100;12743;830000;1,38;1;5400;6030;22,1;27,4;7,22
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;21/11/2018;1750;6167;84000;1,29;7,3;2440;2850;22,5;6,99;7,27
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;22/01/2019;1460;5490;400000;0,69;1,2;2860;3070;29,8;12,8;7,03
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;07/03/2019;2070;680;420000;0,9;1,7;3760;4330;28,4;15,7;6,96
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;28/05/2019;3370;5440;1;0,74;2,7;6140;7660;21,5;15,1;6,91
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;11/07/2019;6440;19070;210000;0,6;2,8;11200;13400;21,8;12,3;6,91
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;03/09/2019;920;4034;440000;0,82;1;2070;2220;19,5;10;7,25
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;21/11/2019;8040;27262;8900;0,73;14,2;13700;18700;28,1;18,2;8,35
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;16/06/2020;4240;14483;106000;0,46;1;7510;9020;21,2;9,22;7,2
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;24/09/2020;786;3020;240000;0,49;1,4;1740;1940;22;7,78;7,31
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;11/11/2020;9100;27552;180000;0,33;3,2;14200;18400;24,7;28,3;7,54
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;25/05/2021;13700;31900;1800;0,36;4,1;20000;20000;21;12,1;7,46
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;15/06/2021;7300;22950;220000;0,72;0,24;12000;15600;22,1;19,8;7,56
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;21/09/2021;11200;27950;47000;0,58;2,2;20000;20000;24;19,5;7,17
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;07/12/2021;866;10750;380000;0,83;0,24;6500;8630;23,6;32,8;7,25
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;17/03/2022;1630;5820;230000;0,73;1;3320;3380;26;9,45;7,13
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;29/06/2022;784;4310;400000;1,53;1;1760;1980;19;31,3;7,23
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;15/09/2022;562;2200;72000;1,01;1,4;1280;1288;19;14,3;7,48
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;08/12/2022;423;3380;380000;0,65;1;942;970;25;12,3;7,03
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;21/03/2023;8730;32900;7100;0,8;6;19400;19500;22;10;7,32
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;27/06/2023;5160;16000;570000;1,08;1;8130;9270;21;32,7;7,25
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;26/09/2023;8260;26000;290000;1,2;1;15000;15200;24;24,7;7,54
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;12/12/2023;2100;13900;400000;0,85;1;4260;5000;24;22,3;6,99
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;19/03/2024;2680;14400;13300;1,11;1;4660;5370;29;12,1;7,02
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;22/05/2024;4080;12100;440000;1,15;1;5690;7280;22;23,1;7,19
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;03/09/2024;6100;19000;180000;1,01;4,2;11100;11700;21;25,3;7,2
GUARUJA;MARO22800;2230;Rio Santo Amaro - MARO;03/12/2024;1630;5040;760000;2,06;1;2970;3310;24;27,4;7,3
SANTOS;SABO22500;2535;Rio Saboó - SABO;12/01/2016;28;347;210000;0,036;2,1;232;280;25,4;6,78;6,7
SANTOS;SABO22500;2535;Rio Saboó - SABO;01/03/2016;34,4;345;610000;0,046;1,5;316;350;25,4;16;6,41
SANTOS;SABO22500;2535;Rio Saboó - SABO;03/05/2016;313;1390;4100000;0,866;1;776;828;22,1;14,3;7,4
SANTOS;SABO22500;2535;Rio Saboó - SABO;05/07/2016;147;741;560000;0,619;1,1;396;450;20,2;10,8;7,33
SANTOS;SABO22500;2535;Rio Saboó - SABO;13/09/2016;171;859;840000;1,49;2,7;430;1000;22,1;30;6,37
SANTOS;SABO22500;2535;Rio Saboó - SABO;08/11/2016;82,4;586;350000;0,8;2,9;304;338;24;10,5;6,63
SANTOS;SABO22500;2535;Rio Saboó - SABO;11/01/2017;141;728;630000;1,06;2;400;595;27;19,5;6,83
SANTOS;SABO22500;2535;Rio Saboó - SABO;08/03/2017;20;234;280000;0,32;4,4;196;222;25,2;21,9;7,6
SANTOS;SABO22500;2535;Rio Saboó - SABO;02/05/2017;224;1040;1090000;1,09;1,1;576;672;21,7;32,3;6,93
SANTOS;SABO22500;2535;Rio Saboó - SABO;05/07/2017;67,8;388;290000;0,83;1;252;284;18,1;21,5;6,61
SANTOS;SABO22500;2535;Rio Saboó - SABO;05/09/2017;60,4;477;1170000;1,53;1;270;306;20,5;20,6;7,01
SANTOS;SABO22500;2535;Rio Saboó - SABO;08/11/2017;57,2;481;820000;0,87;1;254;296;22,1;19,5;6,76
SANTOS;SABO22500;2535;Rio Saboó - SABO;23/01/2018;54,2;560;840000;1,38;1;332;332;26,3;22,1;8
SANTOS;SABO22500;2535;Rio Saboó - SABO;27/03/2018;42,8;389;93000;0,98;2;232;302;25,5;13,9;6,77
SANTOS;SABO22500;2535;Rio Saboó - SABO;16/05/2018;48,8;459;79000;1,42;1;202;218;22,5;18,8;7,01
SANTOS;SABO22500;2535;Rio Saboó - SABO;10/07/2018;41;413;91000;1,56;1,5;240;248;19,8;18,2;6,83
SANTOS;SABO22500;2535;Rio Saboó - SABO;04/09/2018;53,8;515;97000;1,73;1;246;268;20,2;29,7;7,19
SANTOS;SABO22500;2535;Rio Saboó - SABO;22/11/2018;96;601;79000;1,12;1,7;310;358;23,5;7,3;7,33
SANTOS;SABO22500;2535;Rio Saboó - SABO;16/01/2019;61,5;484;680000;1,13;1,9;292;292;28;10,4;7,15
SANTOS;SABO22500;2535;Rio Saboó - SABO;27/03/2019;60,8;329;870000;0,84;4,2;178;202;25,4;7,91;7,21
SANTOS;SABO22500;2535;Rio Saboó - SABO;22/05/2019;35,6;286;74000;0,48;1,5;164;200;21,8;8,95;6,1
SANTOS;SABO22500;2535;Rio Saboó - SABO;31/07/2019;95,4;589;420000;1,24;2,2;340;344;20,4;14,9;7,18
SANTOS;SABO22500;2535;Rio Saboó - SABO;25/09/2019;48,7;446;180000;0,9;1,3;200;256;21;8,35;7,35
SANTOS;SABO22500;2535;Rio Saboó - SABO;13/11/2019;53,3;541;380000;1,18;1;200;380;25,1;13,4;7,37
SANTOS;SABO22500;2535;Rio Saboó - SABO;10/03/2020;27;256;340000;0,44;3,6;148;186;24,7;12,7;7,31
SANTOS;SABO22500;2535;Rio Saboó - SABO;26/05/2021;436;1750;810000;1,04;1;952;992;19;17,5;6,93
SANTOS;SABO22500;2535;Rio Saboó - SABO;30/06/2021;110;562;380000;0,85;0,24;334;366;17,1;9,47;6,75
SANTOS;SABO22500;2535;Rio Saboó - SABO;28/09/2021;57,9;493;390000;1,65;3,3;212;258;28,4;14,6;7,47
SANTOS;SABO22500;2535;Rio Saboó - SABO;08/12/2021;56,5;388;210000;0,92;1;292;298;23,4;7,57;7,1
SANTOS;SABO22500;2535;Rio Saboó - SABO;24/03/2022;43,6;392;460000;1,14;1,9;198;226;27;15,4;7,25
SANTOS;SABO22500;2535;Rio Saboó - SABO;02/06/2022;66;469;180000;0,78;1,5;612;856;20;6,31;6,85
SANTOS;SABO22500;2535;Rio Saboó - SABO;29/09/2022;18,5;236;27000;0,39;6,5;144;162;18;7,18;7,62
SANTOS;SABO22500;2535;Rio Saboó - SABO;30/11/2022;37,1;342;2800;0,62;4,2;180;186;23;6;6,93
SANTOS;SABO22500;2535;Rio Saboó - SABO;07/03/2023;286;1300;150000;0,78;2,6;692;734;22;7,17;7,22
SANTOS;SABO22500;2535;Rio Saboó - SABO;14/06/2023;8720;25200;160000;0,67;3;16400;17200;21;10,4;6,78
SANTOS;SABO22500;2535;Rio Saboó - SABO;13/09/2023;113;785;340000;1,53;1,9;340;350;25;10;7,44
SANTOS;SABO22500;2535;Rio Saboó - SABO;06/12/2023;48,5;399;890000;1,24;2;178;192;26;7,7;7,1
SANTOS;SABO22500;2535;Rio Saboó - SABO;13/03/2024;189;897;720000;0,99;6,5;448;532;25;19,3;6,91
SANTOS;SABO22500;2535;Rio Saboó - SABO;07/05/2024;14500;38900;60000;0,62;5,6;20000;20000;26;6,09;7,09
SANTOS;SABO22500;2535;Rio Saboó - SABO;18/09/2024;1410;5390;530000;1,13;1,6;2920;3170;20;17,7;7,09
SANTOS;SABO22500;2535;Rio Saboó - SABO;11/12/2024;62,2;407;320000;0,86;3,9;134;158;22;7,73;7,1
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;19/01/2016;656;2440;600;0,013;3,7;1450;2400;26,2;4,04;6,28
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;08/03/2016;6500;19700;560;0,023;2,4;12500;13500;25;11,2;6,72
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;10/05/2016;10600;30000;660;0,152;2,6;19500;22100;21,4;4,1;6,71
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;12/07/2016;8750;27300;72;0,3;4,4;16700;17800;20,1;3,82;6,53
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;20/09/2016;11600;35000;2400;0,28;3,4;20000;20000;21,8;12,5;7,57
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;22/11/2016;2760;92700;400;0,14;4,5;4980;5960;24;4,5;6,27
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;18/01/2017;2880;8870;2100;0,35;1,7;5660;6570;27,1;6,57;6,45
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;15/03/2017;748;2570;2900;0,17;2,7;1360;1500;26,1;9,03;6,85
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;10/05/2017;14400;31200;2000;0,25;2,8;20000;20000;25;6,49;7,11
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;12/07/2017;7240;21000;136;0,16;3,9;12900;14200;21,5;3,53;6,91
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;20/09/2017;24700;36600;296;0,19;2,9;20000;20000;24,1;7,26;6,68
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;21/11/2017;3930;12400;3100;0,16;3;8120;8720;24,5;4,5;6,4
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;31/01/2018;2980;4920;760;0,17;3,1;5340;6290;26;7,4;6,4
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;14/03/2018;293;1070;1380;0,1;3,2;126;210;25,8;8,98;7,17
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;09/05/2018;6000;29100;460;0,15;4,7;10500;11200;26,1;2,96;7,01
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;18/07/2018;9670;28400;72;0,18;3,8;18800;20000;21,4;2,86;6,21
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;19/09/2018;11800;31601;64;0,22;4,7;20000;20000;23,4;3,88;7,37
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;07/11/2018;3090;66;720;0,16;2,9;5780;6210;22,9;3,48;6,71
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;30/01/2019;2240;8351;400;0,19;4,4;4250;4540;31,1;2,82;6,51
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;20/03/2019;684;2392;3000;0,17;4,6;1360;1450;25,9;32;6,42
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;08/05/2019;1720;5954;6600;0,084;3,6;3280;3550;24,4;7,19;6,42
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;17/07/2019;7050;20200;520;0,13;4,2;12300;15800;20,1;3,58;6,81
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;18/09/2019;7270;22331;1000;0,2;3,6;11800;15200;23,4;8,15;6,94
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;06/11/2019;11100;31807;1620;0,17;5,3;17600;20000;26,8;4,27;7,27
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;23/06/2020;7110;25997;580;0,17;2,3;16300;17800;22,4;3,94;6,84
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;25/08/2020;1720;5874;940;0,067;5,9;2830;3910;18,9;4,74;6,95
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;01/12/2020;9830;28630;420;0,11;4,6;15000;19900;28;7,87;7,41
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;11/05/2021;5200;16100;700;0,16;3,4;7640;10000;23;4,77;6,85
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;13/07/2021;8270;24410;920;0,2;2,4;13700;16900;21,6;3,16;6,88
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;29/09/2021;7980;24090;316;0,2;5,3;15100;16800;25,9;3,66;7,04
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;01/12/2021;14400;36750;380;0,17;2,7;20000;20000;23,2;12,1;7,85
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;10/03/2022;8080;24000;6700;0,26;3,9;13400;17500;29;4,23;6,95
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;30/06/2022;6270;22000;640;0,2;2,6;11500;13600;20;3,19;6,75
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;22/09/2022;10300;31000;260;0,15;3,9;100;100;21;10,2;7,02
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;07/12/2022;7180;15700;1600;0,26;1,8;100;100;25;4,07;6,75
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;22/03/2023;6930;21700;620;0,11;4,1;12300;13800;24;2,05;6,85
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;28/06/2023;13300;37700;132;0,42;3,8;20000;20000;23;2,14;7,44
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;27/09/2023;11000;32300;304;0,02;3,3;20000;20000;25;6,83;7,84
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;13/12/2023;2420;10400;4800;0,13;1,7;4240;4560;24;5,99;6,59
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;20/03/2024;6940;23000;6700;0,28;3,8;13000;14900;28;2,11;6,79
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;22/05/2024;5100;22600;1380;0,18;2;11300;12900;24;4,37;6,8
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;04/09/2024;5540;26600;2100;0,15;3,2;9980;10600;20;4,57;6,99
SÃO VICENTE;ANCO02900;572;Rio Branco - ANCO;04/12/2024;3650;11600;7700;0,21;2,9;5740;6520;23;11,3;6,76
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;12/01/2016;99,5;660;800000;0,052;1;412;460;26,4;30,5;6,9
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;01/03/2016;16,2;394;1010000;0,034;1;278;312;25,2;11,6;7,25
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;03/05/2016;1630;5740;430000;0,906;1;3490;3720;22,2;25,8;7,07
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;05/07/2016;136;828;350000;0,64;1;418;440;20,8;25,6;7,28
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;13/09/2016;174;996;540000;1,09;1;510;950;24,6;49,7;7
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;08/11/2016;297;1280;690000;1,14;1;736;854;26,4;51,8;6,25
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;11/01/2017;656;2600;510000;0,91;1;1520;1590;29,1;87,3;7,04
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;08/03/2017;11,1;180;420000;0,2;5;140;178;26,9;20,3;8,37
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;02/05/2017;61,4;386;160000;0,66;1;236;242;23,4;7,57;6,97
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;05/07/2017;66,2;497;770000;1,01;1;290;306;19,8;33,3;7,05
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;05/09/2017;79,5;562;300000;1,13;1;300;328;22,3;30,2;7,08
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;08/11/2017;72,8;614;730000;0,84;1;350;372;22;26,4;6,92
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;23/01/2018;227;1120;410000;0,76;1;700;752;28,2;29,3;8,24
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;27/03/2018;1410;5090;32000;0,72;1;2760;3340;25,9;34,3;6,76
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;16/05/2018;440;1930;7400;0,64;1;972;972;23,6;38,3;7,11
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;10/07/2018;99,9;593;35000;0,72;1,9;324;386;20,3;50,7;6,49
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;04/09/2018;107;46200;56000;0,73;1;328;340;21,1;52,2;7,34
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;22/11/2018;66,3;488;84000;0,63;1;282;330;23,5;32,1;7,33
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;16/01/2019;50;423;760000;0,72;1,4;232;252;28,8;37,6;6,58
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;27/03/2019;230;1198;630000;0,95;1;604;720;27,2;38,4;7,01
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;22/05/2019;145;784;610000;1,13;5;420;652;21,5;221;7,45
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;31/07/2019;172;894;640000;;1,1;488;536;20,9;26,3;7,32
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;25/09/2019;61,7;530;530000;0,67;1;260;320;21,5;21,2;3,99
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;13/11/2019;63,5;545;470000;0,72;1;284;362;24,9;14,6;7,1
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;10/03/2020;256;1247;18000;0,67;1,8;636;836;26;28,6;7,22
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;26/05/2021;2590;8570;360000;0,85;1;5030;5380;20;32;7,07
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;30/06/2021;531;2235;2200000;1,81;0,24;1180;1290;19,1;82,1;6,93
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;28/09/2021;83,7;566;630000;0,99;2,4;240;320;26,8;16,8;7,46
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;08/12/2021;148;702;740000;0,74;0,4;370;480;24,2;15,3;7,15
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;24/03/2022;78;598;940000;0,85;1;342;360;26;25,1;6,97
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;02/06/2022;281;1300;830000;0,86;1,8;232;332;21;19,1;6,96
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;29/09/2022;57,5;402;330000;0,42;4,3;234;276;19;12,4;7,46
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;30/11/2022;27,2;294;86000;0,32;1;182;186;23;7,27;6,83
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;07/03/2023;663;2670;660000;0,71;1,3;1440;1470;23;17,6;7,24
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;14/06/2023;494;1910;960000;0,9;1;1120;1180;21;26,1;7,34
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;13/09/2023;54,3;448;830000;1,05;1;248;276;24;15,9;7,69
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;06/12/2023;47,3;408;64000;0,92;1;180;214;27;8,16;7,03
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;13/03/2024;48,4;509;840000;0,78;1;1000;1010;26;30,4;6,92
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;07/05/2024;176;905;350000;0,8;1;1360;1360;25;40,7;7,52
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;18/09/2024;147;8,6;810000;0,73;0,4;374;406;21;16,4;7,09
SÃO VICENTE;CATA23850;2530;Rio Catarina Moraes - CATA;11/12/2024;40,1;307;800000;0,8;0,3;114;166;23;13,5;6,79
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;12/01/2016;17800;47900;1300;0,01;5,6;20000;20000;23,4;13;7,31
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;01/03/2016;5100;15900;18000;0,019;5,2;10100;10200;26,1;6,28;6,96
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;03/05/2016;16400;46500;720;0,276;5,1;34100;36000;23,3;3,78;7
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;05/07/2016;12700;34700;292;0,334;6,8;26700;26900;20;7,3;6,18
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;13/09/2016;14700;41200;360;0,23;7;20000;20000;22,7;6,46;7,16
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;08/11/2016;13800;3700;180;0,16;6,1;20000;20000;26,4;4,15;6,48
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;11/01/2017;13600;36900;920;0,26;5,2;20000;20000;29,3;4,13;7
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;08/03/2017;13550;36100;4700;0,28;5,3;20000;20000;27,7;6,8;6,39
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;02/05/2017;12160;31800;1240;0,24;3,1;20000;20000;23,3;2,99;7,14
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;05/07/2017;15800;45700;232;0,098;6,5;20000;20000;19,9;7,04;7,79
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;05/09/2017;17400;45900;240;0,14;6,3;20000;20000;22,8;10,1;7,77
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;08/11/2017;15400;43000;580;0,14;4,9;20000;20000;23,7;4,51;6,97
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;23/01/2018;15400;45500;112;0,088;4,3;20000;20000;28,8;3,51;9,03
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;27/03/2018;14700;43200;268;0,089;5,2;20000;20000;27,8;3,11;7,11
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;16/05/2018;17100;44400;88;0,14;2,9;20000;20000;24,2;2,88;7,21
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;10/07/2018;18400;48900;540;0,075;6,8;20000;20000;20,5;11,2;5,78
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;04/09/2018;16700;610;57;0,049;7,3;20000;20000;21,1;13,1;8
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;22/11/2018;12700;36385;600;0,14;4,5;20000;20000;23,4;5,59;7,43
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;16/01/2019;16100;45253;580;0,14;4,8;20000;20000;30,4;2,9;7,53
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;27/03/2019;11600;32500;840;0,13;4,8;19700;20000;27,4;2,71;7,63
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;22/05/2019;10300;29630;1740;0,14;7,3;18000;20000;22,1;7,95;6,92
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;31/07/2019;14400;41160;960;0,15;5;20000;20000;21,7;4,93;7,29
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;25/09/2019;12400;16137;520;0,12;8,4;17800;20000;21,4;8,35;6,66
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;13/11/2019;11700;32935;860;0,19;4,3;18300;20000;23,9;7,36;7,28
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;10/03/2020;10400;30951;1800;0,11;5,6;18600;20000;26,1;11,8;7,26
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;26/05/2021;14600;42300;440;0,14;4,5;20000;20000;21;7,85;7,41
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;30/06/2021;16900;44380;740;0,12;4,2;20000;20000;19,3;2,6;7,53
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;28/09/2021;13400;36980;1080;0,15;5,1;20000;20000;24,3;3,48;7,64
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;08/12/2021;12000;34700;2800;0,23;4,5;20000;20000;24,4;7,44;7,37
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;24/03/2022;7300;22400;660;0,13;3;11500;16400;26;2,33;6,97
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;02/06/2022;14400;41200;8500;0,27;3,7;20000;20000;21;7,91;6,94
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;29/09/2022;13100;39000;1040;0,39;5,4;20000;20000;20;4;7,28
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;30/11/2022;7160;23300;600;0,23;3,2;15268;15280;24;4,64;7,06
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;07/03/2023;13200;37200;296;0,18;3,5;18900;20000;24;2,9;7,03
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;14/06/2023;19600;51400;2000;0,21;6,8;20000;20000;22;26,2;7,92
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;13/09/2023;15400;42500;620;0,02;6,1;20000;20000;23;4,26;7,93
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;06/12/2023;12400;42800;80;0,34;6,8;20000;20000;27;2,71;8,24
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;13/03/2024;11900;37000;720;0,17;3,6;20000;20000;27;3,95;7,29
